id,date,class,percent,sentiment,text
0,2009-03-09T17:00:00,increase,0.17,Positive,RT Happy National Napping Day Me Time lie
1,2009-03-09T17:00:00,increase,0.17,Positive,You needed take computer security course learn I thought common knowledge Microsoft security epic fail
2,2009-03-09T17:00:00,increase,0.17,Positive,microsoft professional betterand youre twittering another PA virtual kinda resourceful breed
3,2009-03-09T17:00:00,increase,0.17,Positive,Does one come microsoft organiser
4,2009-03-09T17:00:00,increase,0.17,Negative,Linux plays nice Windows Windows NOT play nice Linux Booo Microsoft
5,2009-03-09T17:00:00,increase,0.17,Positive,Leave Microsoft throw acronyms every sessionROC ROMI Basically ROI marketing
6,2009-03-09T17:00:00,increase,0.17,Negative,I wish I could nap I really need today
7,2009-03-09T17:00:00,increase,0.17,Positive,Finally got Office addin deploy using Microsoft ClickOnce Pretty cool
8,2009-03-09T17:00:00,increase,0.17,Positive,Exploring SharePoint looks great tool internal use If used one Microsoft program used
9,2009-03-09T17:00:00,increase,0.17,Negative,seriously Have look EEE PC even get microsoft office
10,2009-03-09T17:00:00,increase,0.17,Positive,I setting another Twitter help Microsoft partners improve business operations business building challenging times
11,2009-03-09T17:00:00,increase,0.17,Negative,I sometimes wonder Microsoft even market product doesnt even work Im partially saying I lost work well
12,2009-03-09T17:00:00,increase,0.17,Positive,Reconnecting Cal Scanlan Microsoft
13,2009-03-09T17:00:00,increase,0.17,Negative,There rumored Microsoft stores well
14,2009-03-09T17:00:00,increase,0.17,Positive,Partners attending 5 Product General Sessions discussing strategy vision presented Microsoft Dynamics senior leaders
15,2009-03-09T17:00:00,increase,0.17,Positive,Microsoft CRM enhanced sales forecast accelerator looks pretty nice
16,2009-03-09T17:00:00,increase,0.17,Positive,Why Microsoft Connect feedback form link How handle issue survey I havent submitted yet
17,2009-03-09T17:00:00,increase,0.17,Positive,Microsoft announcing new CRM extender Dynamics GP Cool mbsconvergence
18,2009-03-09T17:00:00,increase,0.17,Negative,Am bored hungry Need phone microsoft Its almost 2 hours
19,2009-03-09T17:00:00,increase,0.17,Negative,Now owns vista compatible webcam drawback Microsoft
20,2009-03-09T17:00:00,increase,0.17,Negative,Why oh hitting Outlook tab tool bar take Internet Properties UGH Not Microsoft Puhlease
21,2009-03-09T17:00:00,increase,0.17,Positive,Well less partners microsoft employees I think 6k customers 8k total mbsconvergence
22,2009-03-09T17:00:00,increase,0.17,Negative,Theres reason I stick PHP Java dev platforms Microsoft ANYTHING complete utter garbage
23,2009-03-09T17:00:00,increase,0.17,Negative,Anyone else calendar issues due time change I think Microsoft Entourage easily confused
24,2009-03-09T17:00:00,increase,0.17,Positive,Microsoft Dynamics CRM general sessionhearing Microsoft store us
25,2009-03-09T17:00:00,increase,0.17,Positive,RT Social CRM reality At Microsoft Convergence integration Neighborhood America ELAvate Dynamics CRM MBSEVENTS
26,2009-03-09T17:00:00,increase,0.17,Positive,Brad top dog Microsofts CRM product
27,2009-03-09T17:00:00,increase,0.17,Negative,suck everything microsofts fault
28,2009-03-09T17:00:00,increase,0.17,Negative,Reality needs scriptablepls MS langcan see The universe stopped unexpectedly send error Microsoft
29,2009-03-09T17:00:00,increase,0.17,Positive,In Microsoft Dynamics GP session Love hear whats working mbsconvergence
