id,date,class,percent,sentiment,text
0,2009-03-09T17:00:00,increase,0.25,Positive,A netbook Apple would amazing could Apple entry point priced much lower
1,2009-03-09T17:00:00,increase,0.25,Positive,I fan apple carrot ginger smoothies Never tried Italian Parsley Sounds good
2,2009-03-09T17:00:00,increase,0.25,Negative,Praying people going hard time Heading apple
3,2009-03-09T17:00:00,increase,0.25,Positive,Definitely Girls day big apple right alley Need go shopping
4,2009-03-09T17:00:00,increase,0.25,Positive,im drinking sparkling apple cider cup monsters listening random things pandora thinking going driving
5,2009-03-09T17:00:00,increase,0.25,Negative,I really like Apple Mail especially interfaces wtih iCal Address book much easier
6,2009-03-09T17:00:00,increase,0.25,Positive,Thanks ergo sum recommendation They changed RAM handling Apple later
7,2009-03-09T17:00:00,increase,0.25,Negative,Safari 4 trashed system What fuck apple
8,2009-03-09T17:00:00,increase,0.25,Negative,apple snow leopard may drop june 8th best I hold hackintosh bit
9,2009-03-09T17:00:00,increase,0.25,Negative,Ha I forgot drank Cupertino Coolaid It never easy less The Apple Way
10,2009-03-09T17:00:00,increase,0.25,Positive,That Apple store says personally I see
11,2009-03-09T17:00:00,increase,0.25,Negative,I amazed many iPhone cases still sell original 1st generation apple cell phone pink blue black clear still selling
12,2009-03-09T17:00:00,increase,0.25,Positive,Boxer rebellion apple store tonight 1 50 guest list Excited
13,2009-03-09T17:00:00,increase,0.25,Negative,took 4 years rumors Apple release iPhone Wonder long take time around
14,2009-03-09T17:00:00,increase,0.25,Positive,apple aqua
15,2009-03-09T17:00:00,increase,0.25,Negative,u seriously became one Apple stan evangelists us smh
16,2009-03-09T17:00:00,increase,0.25,Positive,Todays Green Smoothie Italian Flat Leaf Parsley Cabbage Water 40 60 Strawberries orange apple pear banana spirulina
17,2009-03-09T17:00:00,increase,0.25,Positive,Dear Apple please add functionality iTunes let easily rearrange app icons thx
18,2009-03-09T17:00:00,increase,0.25,Positive,I would love Apple netbook oversized iPod touch I guess
19,2009-03-09T17:00:00,increase,0.25,Negative,looking forward 5pm run doori never ate red apple ooops
20,2009-03-09T17:00:00,increase,0.25,Negative,apple lot people wont expect
21,2009-03-09T17:00:00,increase,0.25,Negative,The teachers I spoke new Apple server cant use anything intraweb They use wikispaces free sites
22,2009-03-09T17:00:00,increase,0.25,Positive,todays day get yesterdays mac apples making room new hardware unadvertised fire sales older machines
23,2009-03-09T17:00:00,increase,0.25,Negative,But rock apple store got ta hit jamba juice cuz tastes good runnin 2 miles
24,2009-03-09T17:00:00,increase,0.25,Negative,3rd day row Ive apple store ihatemyipod
25,2009-03-09T17:00:00,increase,0.25,Negative,Please oh Apple hear plea mercy serfs
26,2009-03-09T17:00:00,increase,0.25,Negative,Would nice Apple allows Firmware updates using P2P softwares Still brooding slow EDGEs inability upgrade beyond 20
27,2009-03-09T17:00:00,increase,0.25,Positive,partied Apple Hollywood sat If like really rich blond chicks great place good Djs though
28,2009-03-09T17:00:00,increase,0.25,Negative,transition Apple completed PC desks
29,2009-03-09T17:00:00,increase,0.25,Positive,First fruitest Some best trees apple 2nd raised blood pressure 3rd thrill ride
30,2009-03-09T17:00:00,increase,0.25,Positive,Make appleautomator script
31,2009-03-09T17:00:00,increase,0.25,Positive,Rumor Apple Netbook Do think real
